"doi","period","issn","ut"
"10.1007/s10040-016-1394-y","2016","1431-2174","380090000009"
"10.1007/s00520-017-3700-1","2017","0941-4355","406340400022"
"10.1007/s00340-016-6578-6","2017","0946-2171","394290300006"
"10.1007/s00340-017-6708-9","2017","0946-2171","401569400038"
"10.1140/epjb/e2016-60728-0","2016","1434-6028","386212000002"
"10.1140/epjb/e2016-70500-1","2016","1434-6028","403040500002"
"10.1140/epjb/e2017-80372-4","2017","1434-6028","411061000008"
"10.1140/epjb/e2017-80015-x","2017","1434-6028","413404000006"
"10.1007/s00193-015-0614-z","2016","0938-1287","382401300003"
"10.1007/s00217-015-2590-z","2016","1438-2377","377241300004"
"10.1007/s00217-016-2704-2","2016","1438-2377","387349800007"
"10.1007/s00217-016-2657-5","2016","1438-2377","380677400015"
"10.1007/s00217-016-2672-6","2016","1438-2377","382034500012"
"10.1007/s00401-016-1653-y","2017","0001-6322","392134900003"
"10.1007/s00401-017-1753-3","2017","0001-6322","413247100001"
"10.1007/s10266-016-0245-6","2017","1618-1247","392032700006"
"10.1007/s00115-015-4365-y","2016","0028-2804","376099100010"
"10.1007/s00115-015-4416-4","2016","0028-2804","376099100014"
"10.1007/s00115-015-0032-6","2016","0028-2804","376099100016"
"10.1007/s00115-016-0129-6","2016","0028-2804","377413000002"
"10.1007/s00115-016-0100-6","2016","0028-2804","381585000009"
"10.1007/s00115-016-0159-0","2016","0028-2804","381585000005"
"10.1007/s00115-016-0158-1","2016","0028-2804","381585000004"
"10.1007/s00115-015-0036-2","2016","0028-2804","381288300010"
"10.1007/s00115-016-0123-z","2016","0028-2804","381288300009"
"10.1007/s00115-016-0240-8","2016","0028-2804","389988000001"
"10.1007/s00115-016-0224-8","2016","0028-2804","389988000006"
"10.1007/s00115-016-0141-x","2016","0028-2804","381288200004"
"10.1007/s00115-016-0147-4","2016","0028-2804","387494500011"
"10.1007/s00115-016-0215-9","2016","0028-2804","387494500004"
"10.1007/s00115-015-0028-2","2016","0028-2804","387494500012"
"10.1007/s00115-016-0186-x","2016","0028-2804","382885900007"
"10.1007/s00115-016-0167-0","2016","0028-2804","382885900010"
"10.1007/s00115-016-0193-y","2016","0028-2804","382885900012"
"10.1007/s00115-016-0148-3","2016","0028-2804","386063400013"
"10.1007/s00115-015-0060-2","2016","0028-2804","373955100010"
"10.1007/s00115-016-0251-5","2017","0028-2804","396329400011"
"10.1007/s00115-015-0058-9","2017","0028-2804","392376800010"
"10.1007/s00115-017-0315-1","2017","0028-2804","400754200007"
"10.1007/s00115-017-0301-7","2017","0028-2804","400754200006"
"10.1007/s00115-017-0341-z","2017","0028-2804","403480600005"
"10.1007/s00115-016-0110-4","2017","0028-2804","404917400013"
"10.1007/s00115-017-0352-9","2017","0028-2804","404917400016"
"10.1007/s00115-017-0422-z","2017","0028-2804","417061200004"
"10.1007/s00115-017-0435-7","2017","0028-2804","417061200003"
"10.1007/s00115-017-0376-1","2017","0028-2804","410258300019"
"10.1007/s00115-017-0397-9","2017","0028-2804","412481300002"
"10.1007/s00115-017-0418-8","2017","0028-2804","412481300014"
"10.1007/s00115-017-0309-z","2017","0028-2804","399237800005"
"10.1007/s12237-015-0004-x","2016","1559-2723","369527900016"
"10.1007/s10884-015-9467-5","2017","1040-7294","401663600001"
"10.1007/s00418-017-1562-8","2017","0948-6143","405559100003"
"10.1007/s00418-016-1522-8","2017","0948-6143","394463600007"
"10.1007/s10853-015-9381-6","2016","0022-2461","364226400021"
"10.1007/s10853-016-0224-x","2016","0022-2461","382334200004"
"10.1007/s10853-016-0130-2","2016","0022-2461","381160300006"
"10.1007/s10853-016-0216-x","2016","0022-2461","381182200024"
"10.1007/s10853-017-1132-4","2017","0022-2461","401858700001"
"10.1007/s10853-017-0874-3","2017","0022-2461","397817100021"
"10.1007/s00220-016-2664-1","2016","0010-3616","385162900002"
"10.1007/s00220-016-2727-3","2017","0010-3616","394979800006"
"10.1007/s00220-016-2789-2","2017","0010-3616","393696700002"
"10.1007/s00220-017-2883-0","2017","0010-3616","401340900004"
"10.1007/s00220-017-2974-y","2017","0010-3616","409821300007"
"10.1007/s00220-017-2891-0","2017","0010-3616","404984600004"
"10.1007/s00453-015-0028-4","2016","0178-4617","381149500010"
"10.1007/s00453-016-0203-2","2017","0178-4617","406779100008"
"10.1007/s00453-016-0149-4","2017","0178-4617","400379800003"
"10.1007/s00453-016-0120-4","2017","0178-4617","394103100012"
"10.1007/s10208-015-9277-5","2016","1615-3375","385660400007"
"10.1007/s10208-015-9265-9","2016","1615-3375","380266700001"
"10.1007/s10208-016-9307-y","2017","1615-3375","407126400002"
"10.1007/s40831-016-0077-1","2017","2199-3823","394334600003"
"10.3758/s13423-015-0877-5","2016","1069-9384","373788700033"
"10.3758/s13423-016-1094-6","2017","1069-9384","399307100016"
"10.1007/s40436-016-0152-7","2016","2095-3127","388443600004"
"10.1007/s11156-015-0501-9","2016","0924-865X","379174000003"
"10.1007/s00355-015-0934-z","2016","0176-1714","373020900010"
"10.1007/s00355-015-0912-5","2016","0176-1714","373020700002"
"10.1007/s00355-016-0972-1","2016","0176-1714","384452400012"
"10.1007/s00109-016-1503-3","2017","0946-2716","395072600004"
"10.1007/s00109-016-1495-z","2017","0946-2716","392324200004"
"10.1007/s00109-017-1540-6","2017","0946-2716","402017500002"
"10.1007/s00109-017-1532-6","2017","0946-2716","402017500001"
"10.1007/s00109-017-1597-2","2017","0946-2716","415312100001"
"10.1007/s00109-017-1596-3","2017","0946-2716","415312100012"
"10.1007/s00420-017-1196-0","2017","0340-0131","398732900003"
"10.1007/s00441-016-2477-8","2016","0302-766X","389238700012"
"10.1007/s00441-016-2520-9","2017","0302-766X","395511300024"
"10.1007/s00441-016-2511-x","2017","0302-766X","395511300007"
"10.1007/s00441-016-2508-5","2017","0302-766X","401328400001"
"10.1007/s00441-016-2560-1","2017","0302-766X","398887100001"
"10.1007/s00441-017-2617-9","2017","0302-766X","403936100005"
"10.1007/s00441-017-2623-y","2017","0302-766X","403936100007"
"10.1007/s00441-017-2588-x","2017","0302-766X","403936100008"
"10.1007/s00467-015-3143-1","2016","0931-041X","371425100008"
"10.1007/s00467-015-3140-4","2016","0931-041X","371424300006"
"10.1007/s00467-016-3503-5","2017","0931-041X","393760400018"
"10.1007/s00467-016-3381-x","2017","0931-041X","393760400006"
"10.1007/s00467-016-3574-3","2017","0931-041X","399889900011"
"10.1007/s00467-017-3673-9","2017","0931-041X","409029400011"
"10.1007/s11340-016-0232-4","2017","0014-4851","398161000002"
"10.1007/s11665-016-2131-3","2016","1059-9495","378869400032"
"10.1007/s00231-017-2014-7","2017","0947-7411","415998900006"
"10.1007/s10764-015-9873-x","2016","0164-0291","374687500003"
"10.1007/s11266-016-9705-4","2016","0957-8765","376118800014"
"10.1007/s11266-015-9673-0","2016","0957-8765","372302700024"
"10.1007/s11266-016-9770-8","2017","0957-8765","401430200010"
"10.1007/s11266-016-9777-1","2017","0957-8765","416864500012"
"10.1007/s11266-016-9716-1","2017","0957-8765","406497700005"
"10.1007/s11266-016-9751-y","2017","0957-8765","406497700020"
"10.1007/s00122-015-2629-3","2016","0040-5752","368991100009"
"10.1007/s00122-016-2749-4","2016","0040-5752","383711900008"
"10.1007/s00161-015-0415-8","2016","0935-1175","374970800010"
"10.1007/s00161-015-0418-5","2016","0935-1175","374970800011"
"10.1007/s00161-015-0485-7","2016","0935-1175","382016900012"
"10.1007/s00161-015-0472-z","2016","0935-1175","382016900001"
"10.1007/s00161-016-0494-1","2016","0935-1175","385144500001"
"10.1007/s00161-016-0528-8","2017","0935-1175","392126500014"
"10.1007/s00161-017-0560-3","2017","0935-1175","408062000005"
"10.1007/s00161-017-0593-7","2017","0935-1175","412895400015"
"10.1007/s00161-017-0571-0","2017","0935-1175","412895400004"
"10.1007/s10799-016-0269-1","2017","1385-951X","410189800002"
"10.1007/s00101-016-0167-2","2016","0003-2417","376245000010"
"10.1007/s00101-016-0137-8","2016","0003-2417","372166200001"
"10.1007/s00101-016-0175-2","2016","0003-2417","377903800006"
"10.1007/s00101-016-0200-5","2016","0003-2417","381584100006"
"10.1007/s00101-016-0203-2","2016","0003-2417","381584100001"
"10.1007/s00101-016-0197-9","2016","0003-2417","381584100008"
"10.1007/s00101-016-0183-2","2016","0003-2417","379735600004"
"10.1007/s00101-016-0214-z","2016","0003-2417","383616000012"
"10.1007/s00101-016-0218-8","2016","0003-2417","386062700004"
"10.1007/s00101-016-0143-x","2016","0003-2417","374457300009"
"10.1007/s00101-017-0272-x","2017","0003-2417","396038100002"
"10.1007/s00101-016-0252-6","2017","0003-2417","392373400002"
"10.1007/s00101-016-0251-7","2017","0003-2417","392373400004"
"10.1007/s00101-017-0289-1","2017","0003-2417","401430600008"
"10.1007/s00101-017-0263-y","2017","0003-2417","394320400001"
"10.1007/s00101-016-0256-2","2017","0003-2417","394320400008"
"10.1007/s00101-017-0281-9","2017","0003-2417","403364400007"
"10.1007/s00101-017-0324-2","2017","0003-2417","403364400001"
"10.1007/s00101-017-0349-6","2017","0003-2417","407371900016"
"10.1007/s00101-017-0331-3","2017","0003-2417","407371900014"
"10.1007/s00101-017-0301-9","2017","0003-2417","405182200006"
"10.1007/s00101-017-0314-4","2017","0003-2417","405182200004"
"10.1007/s00101-017-0372-7","2017","0003-2417","416532800007"
"10.1007/s00101-017-0364-7","2017","0003-2417","414652300009"
"10.1007/s00261-016-1011-5","2017","2366-004X","398467600006"
"10.1007/s00408-017-0052-z","2017","0341-2040","414672400010"
"10.1007/s10515-016-0202-1","2017","0928-8910","412307800005"
"10.1007/s12217-015-9478-1","2016","0938-0108","374578400007"
"10.1007/s12217-017-9550-0","2017","0938-0108","407340300007"
"10.1007/s10578-017-0721-4","2017","0009-398X","415127700013"
"10.1007/s00138-017-0823-9","2017","0932-8092","399899800009"
"10.1007/s11661-015-3082-2","2016","1073-5623","367468100013"
"10.1007/s11661-015-3083-1","2016","1073-5623","367468100008"
"10.1007/s11661-015-3017-y","2016","1073-5623","367468100015"
"10.1007/s11661-015-3261-1","2016","1073-5623","368062300005"
"10.1007/s11661-016-3416-8","2016","1073-5623","375330700036"
"10.1007/s00449-016-1634-5","2016","1615-7591","382117800015"
"10.1007/s00449-017-1797-8","2017","1615-7591","407997600010"
"10.1007/s00210-017-1380-5","2017","0028-1298","403372900010"
"10.1007/s11605-016-3251-7","2017","1091-255X","391489200025"
"10.1007/s11605-017-3418-x","2017","1091-255X","404401800005"
"10.1007/s00442-016-3773-4","2017","0029-8549","394254500009"
"10.1007/s11558-016-9246-z","2016","1559-7431","380687200002"
"10.1007/s00481-016-0409-5","2016","0935-7335","382119900005"
"10.1007/s00481-016-0415-7","2017","0935-7335","401841500009"
"10.1007/s00134-015-4127-0","2016","0342-4642","368722000007"
"10.1007/s00134-015-4091-8","2016","0342-4642","376783600010"
"10.1007/s00134-016-4517-y","2016","0342-4642","387846500053"
"10.1007/s00134-016-4471-8","2016","0342-4642","386561900018"
"10.1007/s12311-016-0814-9","2017","1473-4222","396044200009"
"10.1140/epja/i2016-16038-9","2016","1434-6001","376232500002"
"10.1140/epja/i2016-16356-x","2016","1434-6001","390054100001"
"10.1140/epja/i2016-16278-7","2016","1434-6001","382947000002"
"10.1140/epja/i2016-16297-4","2016","1434-6001","385248700001"
"10.1140/epja/i2016-16116-0","2016","1434-6001","374983900001"
"10.1140/epja/i2016-16097-x","2016","1434-6001","376181300003"
"10.1140/epja/i2017-12255-0","2017","1434-6001","400982700001"
"10.1140/epja/i2017-12410-7","2017","1434-6001","413353600002"
"10.1007/s00277-015-2575-9","2016","0939-5555","371605300016"
"10.1007/s00277-016-2621-2","2016","0939-5555","373296100004"
"10.1007/s00277-016-2650-x","2016","0939-5555","375556900011"
"10.1007/s00277-016-2881-x","2017","0939-5555","392305100014"
"10.1007/s00277-017-2924-y","2017","0939-5555","396032700008"
"10.1007/s00248-016-0795-8","2016","0095-3628","379708500021"
"10.1007/s00248-015-0691-7","2016","0095-3628","367097500017"
"10.1007/s00248-016-0903-9","2017","0095-3628","401565700001"
"10.1007/s00248-017-0954-6","2017","0095-3628","404927500011"
"10.1007/s00365-015-9318-y","2016","0176-4276","378783300006"
"10.1007/s00191-017-0509-5","2017","0936-9937","408473700002"
"10.1007/s00205-015-0944-0","2016","0003-9527","379423900010"
"10.1007/s00205-015-0901-y","2016","0003-9527","367515900001"
"10.1007/s12220-015-9614-6","2016","1050-6926","378525100012"
"10.1007/s12220-014-9547-5","2016","1050-6926","378003400012"
"10.1007/s12220-017-9758-7","2017","1050-6926","404679100020"
"10.1007/s12220-016-9692-0","2017","1050-6926","394261100022"
"10.1007/s12220-016-9706-y","2017","1050-6926","404678100002"
"10.1007/s13361-015-1320-x","2016","1044-0305","372245700008"
"10.1007/s00112-015-0028-0","2016","0026-9298","378140800007"
"10.1007/s00112-015-0002-x","2016","0026-9298","378140800011"
"10.1007/s00112-016-0111-1","2016","0026-9298","377244500008"
"10.1007/s00112-016-0085-z","2016","0026-9298","377244500011"
"10.1007/s00112-016-0100-4","2016","0026-9298","379166600014"
"10.1007/s00112-016-0102-2","2016","0026-9298","379166600007"
"10.1007/s00112-016-0184-x","2016","0026-9298","389635200009"
"10.1007/s00112-016-0174-z","2016","0026-9298","389635200015"
"10.1007/s00112-016-0133-8","2016","0026-9298","385250900004"
"10.1007/s00112-016-0200-1","2017","0026-9298","392320500015"
"10.1007/s00112-016-0119-6","2017","0026-9298","400596700014"
"10.1007/s00112-017-0251-y","2017","0026-9298","394325000002"
"10.1007/s00112-017-0275-3","2017","0026-9298","402459800019"
"10.1007/s00112-017-0322-0","2017","0026-9298","406786800011"
"10.1007/s00112-016-0155-2","2017","0026-9298","406786800013"
"10.1007/s00112-016-0132-9","2017","0026-9298","404680000010"
"10.1007/s00112-017-0392-z","2017","0026-9298","417153400004"
"10.1007/s00112-017-0304-2","2017","0026-9298","417153400015"
"10.1007/s00112-017-0400-3","2017","0026-9298","417153400014"
"10.1007/s00112-017-0309-x","2017","0026-9298","414344800012"
"10.1007/s00112-017-0365-2","2017","0026-9298","414344800006"
"10.1007/s00112-017-0372-3","2017","0026-9298","414344800005"
"10.1007/s00112-016-0105-z","2017","0026-9298","399236300012"
"10.1007/s12529-016-9613-4","2017","1070-5503","394151800005"
"10.1007/s00347-015-0158-8","2016","0941-293X","369536200010"
"10.1007/s00347-015-0154-z","2016","0941-293X","376406300010"
"10.1007/s00347-015-0131-6","2016","0941-293X","378568100016"
"10.1007/s00347-016-0269-x","2016","0941-293X","378568100018"
"10.1007/s00347-015-0179-3","2016","0941-293X","381989400017"
"10.1007/s00347-015-0181-9","2016","0941-293X","381989400015"
"10.1007/s00347-015-0159-7","2016","0941-293X","380044400013"
"10.1007/s00347-015-0214-4","2016","0941-293X","380044400009"
"10.1007/s00347-016-0298-5","2016","0941-293X","380044400003"
"10.1007/s00347-015-0213-5","2016","0941-293X","386064400009"
"10.1007/s00347-015-0217-1","2016","0941-293X","386064400012"
"10.1007/s00347-016-0328-3","2016","0941-293X","386064700019"
"10.1007/s00347-016-0227-7","2016","0941-293X","386064700014"
"10.1007/s00347-015-0129-0","2016","0941-293X","374375900015"
"10.1007/s00347-015-0120-9","2016","0941-293X","374375900014"
"10.1007/s00347-017-0450-x","2017","0941-293X","397576000020"
"10.1007/s00347-017-0482-2","2017","0941-293X","400965300001"
"10.1007/s00347-016-0317-6","2017","0941-293X","400965300014"
"10.1007/s00347-017-0466-2","2017","0941-293X","400965300007"
"10.1007/s00347-016-0403-9","2017","0941-293X","394322700003"
"10.1007/s00347-016-0309-6","2017","0941-293X","394322700009"
"10.1007/s00347-017-0524-9","2017","0941-293X","407569600003"
"10.1007/s00347-017-0465-3","2017","0941-293X","405507000008"
"10.1007/s00347-016-0431-5","2017","0941-293X","417533900012"
"10.1007/s00347-017-0541-8","2017","0941-293X","409822800010"
"10.1007/s00347-016-0422-6","2017","0941-293X","409822800011"
"10.1007/s00347-017-0540-9","2017","0941-293X","409822800007"
"10.1007/s00347-017-0522-y","2017","0941-293X","412922100007"
"10.1007/s00347-016-0415-5","2017","0941-293X","412922100011"
"10.1007/s00347-016-0406-6","2017","0941-293X","412922100012"
"10.1007/s00347-017-0462-6","2017","0941-293X","399433600005"
"10.1007/s00586-015-4242-1","2016","0940-6719","389265000021"
"10.1007/s00586-016-4761-4","2016","0940-6719","392506500004"
"10.1007/s00586-015-4079-7","2016","0940-6719","382701100010"
"10.1007/s00586-016-4602-5","2016","0940-6719","382699300005"
"10.1007/s00586-016-4601-6","2016","0940-6719","382699300004"
"10.1007/s00586-015-3904-3","2017","0940-6719","392506700023"
"10.1007/s00586-015-4078-8","2017","0940-6719","394212100021"
"10.1007/s00586-016-4845-1","2017","0940-6719","416413200021"
"10.1007/s00586-017-5303-4","2017","0940-6719","412655800010"
"10.1007/s00586-016-4933-2","2017","0940-6719","412655800001"
"10.1007/s00586-017-4962-5","2017","0940-6719","412841000012"
"10.1007/s00586-017-4957-2","2017","0940-6719","399025300044"
"10.1007/s00586-016-4827-3","2017","0940-6719","399025300007"
"10.1007/s00586-017-4977-y","2017","0940-6719","399025300002"
"10.1007/s12144-015-9304-3","2016","1046-1310","384587600012"
"10.1007/s00497-016-0281-y","2016","2194-7953","378731200008"
"10.1007/s00381-016-3079-1","2016","0256-7040","380056600017"
"10.1007/s00412-016-0583-8","2016","0009-5915","377902300002"
"10.1007/s00412-017-0637-6","2017","0009-5915","410791800003"
"10.1007/s11428-016-0088-3","2016","1860-9716","376448800008"
"10.1007/s11428-016-0115-4","2016","1860-9716","379757000002"
"10.1007/s11428-016-0119-0","2016","1860-9716","379757000008"
"10.1007/s11428-016-0133-2","2016","1860-9716","384330600008"
"10.1007/s11428-016-0143-0","2016","1860-9716","389801900005"
"10.1007/s11428-016-0103-8","2016","1860-9716","379013900013"
"10.1007/s11428-016-0101-x","2016","1860-9716","379013900010"
"10.1007/s11428-016-0171-9","2017","1860-9716","393038200002"
"10.1007/s11428-016-0182-6","2017","1860-9716","393038200011"
"10.1007/s11428-017-0255-1","2017","1860-9716","410885600010"
"10.1007/s11428-017-0256-0","2017","1860-9716","410885600005"
"10.1007/s11428-017-0253-3","2017","1860-9716","410885600011"
"10.1007/s11428-017-0287-6","2017","1860-9716","417637700001"
"10.1007/s11428-017-0266-y","2017","1860-9716","413822400008"
"10.1007/s00107-016-1024-3","2016","0018-3768","374572300008"
"10.1007/s00107-015-0982-1","2016","0018-3768","367519300011"
"10.1007/s00107-016-1059-5","2017","0018-3768","392318500005"
"10.1007/s00107-016-1120-4","2017","0018-3768","394358700011"
"10.1007/s00108-015-3772-2","2016","0020-9554","375416400008"
"10.1007/s00108-015-3807-8","2016","0020-9554","375416400006"
"10.1007/s00108-016-0057-3","2016","0020-9554","376098600003"
"10.1007/s00108-016-0056-4","2016","0020-9554","376098600007"
"10.1007/s00108-015-0011-9","2016","0020-9554","375416700005"
"10.1007/s00108-016-0045-7","2016","0020-9554","377361200007"
"10.1007/s00108-016-0095-x","2016","0020-9554","381103400001"
"10.1007/s00108-016-0082-2","2016","0020-9554","379181900004"
"10.1007/s00108-016-0088-9","2016","0020-9554","379181900001"
"10.1007/s00108-016-0078-y","2016","0020-9554","379181900010"
"10.1007/s00108-016-0157-0","2016","0020-9554","389902400005"
"10.1007/s00108-016-0131-x","2016","0020-9554","387308900005"
"10.1007/s00108-016-0144-5","2016","0020-9554","387308900001"
"10.1007/s00108-016-0133-8","2016","0020-9554","387308400001"
"10.1007/s00108-017-0189-0","2017","0020-9554","398097800011"
"10.1007/s00108-016-0165-0","2017","0020-9554","393025400003"
"10.1007/s00108-016-0180-1","2017","0020-9554","394460400003"
"10.1007/s00108-016-0179-7","2017","0020-9554","394460400009"
"10.1007/s00108-017-0253-9","2017","0020-9554","402791100001"
"10.1007/s00108-017-0289-x","2017","0020-9554","406640600003"
"10.1007/s00108-017-0288-y","2017","0020-9554","406640600014"
"10.1007/s00108-017-0331-z","2017","0020-9554","413755800007"
"10.1007/s00108-017-0328-7","2017","0020-9554","413755800002"
"10.1007/s00108-017-0317-x","2017","0020-9554","412537700003"
"10.1007/s00108-016-0142-7","2017","0020-9554","398921300011"
"10.1007/s00108-017-0202-7","2017","0020-9554","398921300006"
"10.1007/s00113-015-0091-y","2016","0177-5537","372171500014"
"10.1007/s00113-016-0171-7","2016","0177-5537","377439000007"
"10.1007/s00113-015-0132-6","2016","0177-5537","384739900010"
"10.1007/s00113-015-0026-7","2016","0177-5537","390038900008"
"10.1007/s00113-016-0254-5","2016","0177-5537","388801200007"
"10.1007/s00113-016-0243-8","2016","0177-5537","388801200012"
"10.1007/s00113-016-0215-z","2016","0177-5537","384740800014"
"10.1007/s00113-016-0232-y","2016","0177-5537","384741300002"
"10.1007/s00113-017-0318-1","2017","0177-5537","396116700017"
"10.1007/s00113-016-0291-0","2017","0177-5537","396116700010"
"10.1007/s00113-015-0115-7","2017","0177-5537","396116700012"
"10.1007/s00113-016-0280-3","2017","0177-5537","393025900008"
"10.1007/s00113-016-0304-z","2017","0177-5537","401124000013"
"10.1007/s00113-015-0127-3","2017","0177-5537","401124000011"
"10.1007/s00113-016-0207-z","2017","0177-5537","407570500008"
"10.1007/s00113-017-0345-y","2017","0177-5537","407570500012"
"10.1007/s00113-017-0383-5","2017","0177-5537","407570500003"
"10.1007/s00113-017-0366-6","2017","0177-5537","407570500006"
"10.1007/s00113-017-0370-x","2017","0177-5537","405503000012"
"10.1007/s00113-017-0427-x","2017","0177-5537","416837700011"
"10.1007/s00113-017-0402-6","2017","0177-5537","416837700001"
"10.1007/s00113-016-0265-2","2017","0177-5537","416837700008"
"10.1007/s00113-017-0422-2","2017","0177-5537","415816700011"
"10.1007/s00113-016-0231-z","2017","0177-5537","408720300008"
"10.1007/s00113-017-0409-z","2017","0177-5537","412126000013"
"10.1007/s12665-016-5870-4","2016","1866-6280","380141500003"
"10.1007/s12665-016-5784-1","2016","1866-6280","380141500015"
"10.1007/s12665-016-5850-8","2016","1866-6280","380141500001"
"10.1007/s12665-016-6241-x","2016","1866-6280","388601200009"
"10.1007/s12665-016-6236-7","2016","1866-6280","388601200031"
"10.1007/s12665-016-5958-x","2016","1866-6280","381986800027"
"10.1007/s12665-016-6036-0","2016","1866-6280","384333000054"
"10.1007/s12665-016-5856-2","2016","1866-6280","379222800016"
"10.1007/s12665-016-6027-1","2016","1866-6280","382658700015"
"10.1007/s12665-016-5912-y","2016","1866-6280","381077100013"
"10.1007/s12665-016-5638-x","2016","1866-6280","376589500063"
"10.1007/s12665-016-5691-5","2016","1866-6280","376589500074"
"10.1007/s12665-016-5626-1","2016","1866-6280","376589500038"
"10.1007/s12665-017-6416-0","2017","1866-6280","394967300011"
"10.1007/s12665-017-6970-5","2017","1866-6280","412236200013"
"10.1007/s12665-017-6437-8","2017","1866-6280","394965100008"
"10.1007/s00405-015-3718-2","2016","0937-4477","373745200017"
"10.1007/s00405-016-3912-x","2016","0937-4477","375607700022"
"10.1007/s00405-015-3767-6","2016","0937-4477","379255600011"
"10.1007/s00405-016-4146-7","2016","0937-4477","387700400060"
"10.1007/s00405-016-4145-8","2016","0937-4477","387700400053"
"10.1007/s00405-015-3893-1","2016","0937-4477","387700400003"
"10.1007/s00405-016-4160-9","2016","0937-4477","387700400069"
"10.1007/s00405-016-4052-z","2016","0937-4477","385202600059"
"10.1007/s00405-015-3801-8","2016","0937-4477","381264100013"
"10.1007/s00405-015-3766-7","2016","0937-4477","381264100048"
"10.1007/s00405-015-3780-9","2016","0937-4477","381264100051"
"10.1007/s00405-016-4016-3","2016","0937-4477","381264100072"
"10.1007/s00405-015-3836-x","2016","0937-4477","381264100063"
"10.1007/s00405-016-4404-8","2017","0937-4477","394350800058"
"10.1007/s00405-016-4214-z","2017","0937-4477","393599900054"
"10.1007/s00405-016-4401-y","2017","0937-4477","399177100002"
"10.1007/s00405-016-4271-3","2017","0937-4477","394351800047"
"10.1007/s00405-016-4312-y","2017","0937-4477","394351800036"
"10.1007/s00405-017-4525-8","2017","0937-4477","400754900026"
"10.1007/s00405-017-4469-z","2017","0937-4477","405012400037"
"10.1007/s00405-017-4559-y","2017","0937-4477","403468200018"
"10.1007/s00405-017-4576-x","2017","0937-4477","403468200019"
"10.1007/s00424-015-1766-5","2016","0031-6768","370177200003"
"10.1007/s00424-016-1835-4","2016","0031-6768","380241000003"
"10.1007/s00424-016-1848-z","2016","0031-6768","380241000013"
"10.1007/s00424-017-2004-0","2017","0031-6768","407082300008"
"10.1007/s00424-017-2010-2","2017","0031-6768","407082300001"
"10.1007/s00424-017-2016-9","2017","0031-6768","407082300011"
"10.1007/s00424-017-2013-z","2017","0031-6768","407082300009"
"10.1007/s00424-017-1942-x","2017","0031-6768","398103400007"
"10.1007/s00424-017-1948-4","2017","0031-6768","398103400016"
"10.1007/s00424-017-1971-5","2017","0031-6768","401865900003"
"10.1208/s12249-016-0526-y","2017","1530-9932","396923200013"
"10.1007/s00382-015-2663-5","2016","0930-7575","371069900013"
"10.1007/s00382-015-2657-3","2016","0930-7575","371069900007"
"10.1007/s00382-016-3399-6","2017","0930-7575","408718200027"
"10.1007/s00436-016-5147-6","2016","0932-0113","381996200044"
"10.1007/s00436-016-5294-9","2017","0932-0113","390568500033"
"10.1007/s00436-017-5619-3","2017","0932-0113","415696100001"
"10.1007/s00436-017-5398-x","2017","0932-0113","398734700011"
"10.1007/s00436-017-5396-z","2017","0932-0113","398734700009"
"10.1007/s11630-016-0889-0","2016","1003-2169","387633100001"
"10.1007/s40804-016-0028-0","2016","1566-7529","378412500005"
"10.1007/s40804-016-0029-z","2016","1566-7529","378412500002"
"10.1007/s40804-016-0031-5","2016","1566-7529","378412500004"
"10.1007/s40804-017-0074-2","2017","1566-7529","413103900008"
"10.1007/s00167-016-4068-3","2016","0942-2056","377019200004"
"10.1007/s00167-016-4069-2","2016","0942-2056","377019200005"
"10.1007/s00167-015-3809-z","2016","0942-2056","380713600042"
"10.1007/s00167-015-3570-3","2016","0942-2056","379165000022"
"10.1007/s00167-014-3325-6","2016","0942-2056","389607500037"
"10.1007/s00167-014-3326-5","2016","0942-2056","389607500038"
"10.1007/s00167-014-3228-6","2016","0942-2056","382106000050"
"10.1007/s00167-015-3859-2","2016","0942-2056","385144000038"
"10.1007/s00167-015-3730-5","2017","0942-2056","395871800028"
"10.1007/s00167-015-3553-4","2017","0942-2056","395078100043"
"10.1007/s00167-015-3749-7","2017","0942-2056","401438900025"
"10.1007/s00167-017-4559-x","2017","0942-2056","401438900001"
"10.1007/s00167-015-3830-2","2017","0942-2056","395089100013"
"10.1007/s00167-016-4184-0","2017","0942-2056","395089100016"
"10.1007/s00167-015-3843-x","2017","0942-2056","406189500042"
"10.1007/s00167-017-4437-6","2017","0942-2056","404569600027"
"10.1007/s00167-015-3933-9","2017","0942-2056","404569600028"
"10.1007/s00167-016-4385-6","2017","0942-2056","416144000029"
"10.1007/s00167-015-3735-0","2017","0942-2056","400855000027"
"10.1007/s00104-016-0156-7","2016","0009-4722","372259700016"
"10.1007/s00104-016-0154-9","2016","0009-4722","376097900003"
"10.1007/s00104-015-0123-8","2016","0009-4722","370046700004"
"10.1007/s00104-016-0224-z","2016","0009-4722","377904900013"
"10.1007/s00104-016-0252-8","2016","0009-4722","382150200014"
"10.1007/s00104-016-0203-4","2016","0009-4722","382150200011"
"10.1007/s00104-015-0137-2","2016","0009-4722","380368600009"
"10.1007/s00104-016-0196-z","2016","0009-4722","380368600003"
"10.1007/s00104-016-0273-3","2016","0009-4722","387845300003"
"10.1007/s00104-016-0286-y","2016","0009-4722","385165500001"
"10.1007/s00104-016-0282-2","2016","0009-4722","385165500016"
"10.1007/s00104-017-0393-4","2017","0009-4722","396092800015"
