"doi","period","issn","ut"
"10.1007/s00104-017-0403-6","2017","0009-4722","396092800005"
"10.1007/s00104-016-0261-7","2017","0009-4722","396092800013"
"10.1007/s00104-016-0365-0","2017","0009-4722","396092800004"
"10.1007/s00104-016-0291-1","2017","0009-4722","396092800010"
"10.1007/s00104-017-0391-6","2017","0009-4722","396092800014"
"10.1007/s00104-016-0331-x","2017","0009-4722","392374700014"
"10.1007/s00104-016-0342-7","2017","0009-4722","394460100007"
"10.1007/s00104-017-0447-7","2017","0009-4722","403424800014"
"10.1007/s00104-016-0363-2","2017","0009-4722","405310600011"
"10.1007/s00104-017-0536-7","2017","0009-4722","417627100014"
"10.1007/s00104-017-0496-y","2017","0009-4722","415054500006"
"10.1007/s00104-017-0465-5","2017","0009-4722","415054500009"
"10.1007/s00104-017-0409-0","2017","0009-4722","408688200012"
"10.1007/s00104-017-0507-z","2017","0009-4722","411869500017"
"10.1007/s00104-017-0503-3","2017","0009-4722","411869500005"
"10.1007/s00104-017-0509-x","2017","0009-4722","411869500015"
"10.1007/s00104-016-0352-5","2017","0009-4722","399432800010"
"10.1007/s00104-017-0402-7","2017","0009-4722","399432800006"
"10.1007/s00104-016-0266-2","2017","0009-4722","399432800014"
"10.1007/s00292-016-0199-z","2016","0172-8113","382692200008"
"10.1007/s00292-016-0228-y","2016","0172-8113","382692200011"
"10.1007/s00292-016-0145-0","2016","0172-8113","375713100005"
"10.1007/s00292-016-0158-8","2016","0172-8113","375713100004"
"10.1007/s00292-016-0239-8","2016","0172-8113","387276700005"
"10.1007/s00292-016-0191-7","2016","0172-8113","389633700023"
"10.1007/s00292-016-0206-4","2016","0172-8113","389633700022"
"10.1007/s00292-016-0204-6","2016","0172-8113","389633700006"
"10.1007/s00292-016-0201-9","2016","0172-8113","389633700030"
"10.1007/s00292-016-0188-2","2016","0172-8113","382692900014"
"10.1007/s00292-016-0173-9","2016","0172-8113","382692900002"
"10.1007/s00292-016-0176-6","2016","0172-8113","382692900004"
"10.1007/s00292-016-0184-6","2016","0172-8113","382692900007"
"10.1007/s00292-016-0187-3","2016","0172-8113","382692900001"
"10.1007/s00292-017-0268-y","2017","0172-8113","394239600003"
"10.1007/s00292-016-0257-6","2017","0172-8113","394239600002"
"10.1007/s00292-016-0256-7","2017","0172-8113","394239600008"
"10.1007/s00292-017-0267-z","2017","0172-8113","394239600001"
"10.1007/s00292-017-0337-2","2017","0172-8113","408950900012"
"10.1007/s00292-017-0322-9","2017","0172-8113","408950900018"
"10.1007/s00292-017-0324-7","2017","0172-8113","408950900017"
"10.1007/s00292-017-0272-2","2017","0172-8113","397576900004"
"10.1007/s00292-017-0273-1","2017","0172-8113","397576900001"
"10.1007/s00292-017-0316-7","2017","0172-8113","405553500003"
"10.1007/s00292-017-0310-0","2017","0172-8113","405553500016"
"10.1007/s00194-016-0100-7","2016","0937-9819","385251400007"
"10.1007/s00194-015-0079-5","2016","0937-9819","380283300009"
"10.1007/s00194-017-0163-0","2017","0937-9819","402460600009"
"10.1007/s00194-017-0168-8","2017","0937-9819","402460600001"
"10.1007/s00194-017-0156-z","2017","0937-9819","402460600007"
"10.1007/s00194-017-0183-9","2017","0937-9819","412165900008"
"10.1007/s00194-017-0151-4","2017","0937-9819","399015200005"
"10.1007/s00194-017-0148-z","2017","0937-9819","399015200007"
"10.1007/s00194-017-0155-0","2017","0937-9819","415945700011"
"10.1007/s00194-017-0189-3","2017","0937-9819","415945700004"
"10.1007/s00194-017-0171-0","2017","0937-9819","415945700008"
"10.1007/s00253-015-7006-2","2016","0175-7598","367916200029"
"10.1007/s00253-016-7843-7","2016","0175-7598","386603800002"
"10.1007/s00253-015-7197-6","2016","0175-7598","373744200012"
"10.1007/s00253-015-7181-1","2016","0175-7598","372282000029"
"10.1007/s00253-016-7567-8","2016","0175-7598","382008000020"
"10.1007/s00253-016-7663-9","2016","0175-7598","387656500012"
"10.1007/s00253-016-7288-z","2016","0175-7598","376255200014"
"10.1007/s00253-016-7306-1","2016","0175-7598","375057700021"
"10.1007/s00253-017-8149-0","2017","0175-7598","395058800001"
"10.1007/s00253-016-8033-3","2017","0175-7598","395058800014"
"10.1007/s00253-017-8219-3","2017","0175-7598","399167800001"
"10.1007/s00253-017-8192-x","2017","0175-7598","400069500009"
"10.1007/s00253-017-8508-x","2017","0175-7598","412814200015"
"10.1007/s00482-016-0100-2","2016","0932-433X","377455300013"
"10.1007/s00482-016-0105-x","2016","0932-433X","377455300006"
"10.1007/s00482-015-0078-1","2016","0932-433X","373991100010"
"10.1007/s00482-016-0164-z","2016","0932-433X","388269000010"
"10.1007/s00482-015-0073-6","2016","0932-433X","373990800005"
"10.1007/s00482-016-0106-9","2016","0932-433X","389240700008"
"10.1007/s00482-017-0209-y","2017","0932-433X","402959300002"
"10.1007/s00482-017-0208-z","2017","0932-433X","402959300011"
"10.1007/s00482-017-0206-1","2017","0932-433X","402959300010"
"10.1007/s00482-016-0183-9","2017","0932-433X","394454900001"
"10.1007/s00482-017-0243-9","2017","0932-433X","412538800001"
"10.1007/s00482-017-0212-3","2017","0932-433X","412538800007"
"10.1007/s00482-016-0175-9","2017","0932-433X","399240100004"
"10.1007/s00482-016-0143-4","2017","0932-433X","399240100002"
"10.1007/s00482-016-0181-y","2017","0932-433X","399240100006"
"10.1007/s00482-017-0232-z","2017","0932-433X","406641000014"
"10.1007/s00482-017-0198-x","2017","0932-433X","406641000015"
"10.1007/s00213-017-4542-8","2017","0033-3158","398364200005"
"10.3758/s13421-015-0578-3","2016","0090-502X","374335500012"
"10.1007/s00105-015-3735-5","2016","0017-8470","368539300011"
"10.1007/s00105-015-3739-1","2016","0017-8470","376098300018"
"10.1007/s00105-016-3802-6","2016","0017-8470","377995200017"
"10.1007/s00105-016-3779-1","2016","0017-8470","377995200014"
"10.1007/s00105-016-3810-6","2016","0017-8470","381153900019"
"10.1007/s00105-016-3835-x","2016","0017-8470","381153900009"
"10.1007/s00105-016-3828-9","2016","0017-8470","381153900013"
"10.1007/s00105-016-3814-2","2016","0017-8470","379158300007"
"10.1007/s00105-016-3876-1","2016","0017-8470","389349600009"
"10.1007/s00105-016-3869-0","2016","0017-8470","387327100018"
"10.1007/s00105-015-3758-y","2016","0017-8470","374173800006"
"10.1007/s00105-016-3924-x","2017","0017-8470","396328900005"
"10.1007/s00105-016-3850-y","2017","0017-8470","392312100013"
"10.1007/s00105-016-3923-y","2017","0017-8470","394312600007"
"10.1007/s00105-016-3861-8","2017","0017-8470","394312600013"
"10.1007/s00105-016-3913-0","2017","0017-8470","403426700015"
"10.1007/s00105-017-3972-x","2017","0017-8470","407239000011"
"10.1007/s00105-017-4049-6","2017","0017-8470","414150200013"
"10.1007/s00105-017-4019-z","2017","0017-8470","410433100016"
"10.1007/s00105-017-4035-z","2017","0017-8470","412124600009"
"10.1007/s00105-017-4009-1","2017","0017-8470","412124600012"
"10.1007/s00105-017-4048-7","2017","0017-8470","412124600010"
"10.1007/s00105-017-3937-0","2017","0017-8470","399223700007"
"10.1007/s11825-016-0093-3","2016","1863-5490","383144200004"
"10.1007/s00291-015-0403-1","2016","0171-6468","378820400003"
"10.1007/s00291-016-0450-2","2017","0171-6468","392310800006"
"10.1007/s00291-016-0463-x","2017","0171-6468","394434900007"
"10.1007/s00291-017-0479-x","2017","0171-6468","411904000002"
"10.1007/s00396-015-3814-2","2016","0303-402X","372259300012"
"10.1007/s00396-016-3874-y","2016","0303-402X","378567100005"
"10.1007/s00396-017-4080-2","2017","0303-402X","399706800019"
"10.1007/s00421-016-3467-y","2016","1439-6319","388936600010"
"10.1007/s00421-015-3236-3","2016","1439-6319","367610200001"
"10.1007/s00421-016-3357-3","2016","1439-6319","374398200011"
"10.1007/s00421-017-3647-4","2017","1439-6319","407726800005"
"10.1007/s00367-016-0462-6","2017","0276-0460","398172900006"
"10.1007/s00367-016-0469-z","2017","0276-0460","398172900010"
"10.1007/s00367-016-0482-2","2017","0276-0460","398172900009"
"10.1007/s11423-016-9477-y","2016","1042-1629","386558900004"
"10.1007/s11423-016-9466-1","2017","1042-1629","397986100001"
"10.1007/s00417-016-3286-1","2016","0721-832X","374837100014"
"10.1007/s00417-016-3393-z","2016","0721-832X","380675200015"
"10.1007/s00417-016-3308-z","2016","0721-832X","378879800021"
"10.1007/s00417-016-3484-x","2016","0721-832X","388256500016"
"10.1007/s00417-016-3422-y","2016","0721-832X","387129400019"
"10.1007/s00417-015-3096-x","2016","0721-832X","372608100006"
"10.1007/s00417-016-3436-5","2017","0721-832X","394157400001"
"10.1007/s00417-016-3560-2","2017","0721-832X","394157400028"
"10.1007/s00417-017-3696-8","2017","0721-832X","407080300012"
"10.1007/s00417-017-3747-1","2017","0721-832X","413006000001"
"10.1007/s00417-017-3721-y","2017","0721-832X","407587600020"
"10.1007/s10641-016-0510-0","2016","0378-1909","382693900010"
"10.1007/s10641-016-0554-1","2017","0378-1909","389919000005"
"10.1007/s10641-017-0581-6","2017","0378-1909","400073300004"
"10.1007/s11147-017-9129-3","2017","1380-6645","412533200002"
"10.1007/s00466-016-1324-9","2016","0178-7675","388590300004"
"10.1007/s00466-017-1447-7","2017","0178-7675","415690800003"
"10.1007/s00466-016-1342-7","2017","0178-7675","394999900001"
"10.1007/s00466-016-1339-2","2017","0178-7675","394453200008"
"10.1007/s00466-017-1388-1","2017","0178-7675","402143400009"
"10.1007/s00221-016-4616-6","2016","0014-4819","379262400004"
"10.1007/s00221-016-4707-4","2016","0014-4819","386607900002"
"10.1007/s00221-016-4687-4","2016","0014-4819","383707000011"
"10.1007/s11060-016-2133-x","2016","0167-594X","377915200011"
"10.1007/s11060-016-2064-6","2016","0167-594X","374463800018"
"10.1007/s11060-015-2036-2","2016","0167-594X","372024800014"
"10.1007/s11060-017-2484-y","2017","0167-594X","406878400023"
"10.1007/s11060-017-2522-9","2017","0167-594X","408324000008"
"10.1007/s11060-017-2540-7","2017","0167-594X","408324000021"
"10.1007/s11060-016-2290-y","2017","0167-594X","394342500007"
"10.1007/s11666-015-0341-0","2016","1059-9630","374268000004"
"10.1007/s11666-016-0514-5","2017","1059-9630","395079500001"
"10.1007/s11666-017-0649-z","2017","1059-9630","416433500001"
"10.1007/s11666-017-0612-z","2017","1059-9630","413682300022"
"10.1007/s11666-016-0487-4","2017","1059-9630","392060300026"
"10.1007/s12640-017-9760-7","2017","1029-8428","410949900003"
"10.1007/s12640-017-9704-2","2017","1029-8428","399342000010"
"10.1007/s00128-016-1788-5","2016","0007-4861","374397300001"
"10.1007/s00435-016-0336-5","2017","0720-213X","396049100001"
"10.1007/s00435-017-0347-x","2017","0720-213X","401009200002"
"10.1007/s00435-017-0369-4","2017","0720-213X","413633500002"
"10.1007/s10347-017-0501-4","2017","0172-9179","404658400007"
"10.1007/s00203-016-1222-8","2016","0302-8933","380668100005"
"10.1007/s00264-015-2850-3","2016","0341-2695","371084600005"
"10.1007/s00264-015-3013-2","2016","0341-2695","380690500015"
"10.1007/s00264-015-2828-1","2016","0341-2695","379028900024"
"10.1007/s00264-015-3067-1","2016","0341-2695","379028900014"
"10.1007/s00264-016-3266-4","2017","0341-2695","391372100010"
"10.1007/s00264-017-3509-z","2017","0341-2695","411192600009"
"10.1007/s00264-017-3591-2","2017","0341-2695","411192600004"
"10.1007/s10549-016-3769-0","2016","0167-6806","374666500010"
"10.1007/s10549-016-4100-9","2017","0167-6806","394137700004"
"10.1007/s10008-016-3337-x","2017","1432-8488","391390500006"
"10.1007/s00063-015-0131-y","2016","2193-6218","369913100007"
"10.1007/s00063-015-0072-5","2016","2193-6218","372289800005"
"10.1007/s00063-015-0073-4","2016","2193-6218","372289800016"
"10.1007/s00063-016-0215-3","2016","2193-6218","387705300003"
"10.1007/s00063-016-0160-1","2016","2193-6218","387705300012"
"10.1007/s00063-016-0185-5","2017","2193-6218","393959400006"
"10.1007/s00063-015-0139-3","2017","2193-6218","393959400013"
"10.1007/s00063-017-0299-4","2017","2193-6218","403048000011"
"10.1007/s00063-016-0219-z","2017","2193-6218","403048000013"
"10.1007/s00063-017-0293-x","2017","2193-6218","403048000014"
"10.1007/s00063-016-0258-5","2017","2193-6218","396044100008"
"10.1007/s00063-016-0233-1","2017","2193-6218","410741900004"
"10.1007/s00063-017-0348-z","2017","2193-6218","415092000005"
"10.1007/s00063-017-0341-6","2017","2193-6218","415092000006"
"10.1007/s00063-017-0356-z","2017","2193-6218","415092000001"
"10.1007/s00063-016-0190-8","2017","2193-6218","413252100011"
"10.1007/s00063-016-0235-z","2017","2193-6218","413252100012"
"10.1007/s00063-015-0123-y","2017","2193-6218","401150300011"
"10.1007/s00464-016-4837-6","2016","0930-2794","387225600033"
"10.1007/s00464-016-5029-0","2017","0930-2794","393740700033"
"10.1007/s10519-016-9816-0","2017","0001-8244","392185800009"
"10.1007/s00332-015-9281-6","2016","0938-8974","374976100001"
"10.1007/s00269-015-0797-y","2016","0342-1791","377459200002"
"10.1007/s00269-016-0813-x","2016","0342-1791","379504800006"
"10.1007/s00269-016-0862-1","2017","0342-1791","401790000004"
"10.1007/s00269-017-0914-1","2017","0342-1791","414161200005"
"10.1007/s00419-016-1160-6","2016","0939-1533","387490500010"
"10.1007/s00419-017-1260-y","2017","0939-1533","410650100001"
"10.1007/s00246-016-1494-4","2017","0172-0643","393973200017"
"10.1007/s00246-017-1667-9","2017","0172-0643","412419300005"
"10.1007/s00430-016-0469-7","2016","0300-8584","387361900006"
"10.1007/s00430-017-0503-4","2017","0300-8584","400457200009"
"10.1007/s00430-016-0480-z","2017","0300-8584","393829700005"
"10.1007/s10334-016-0541-8","2016","0968-5243","377457400010"
"10.1007/s10334-016-0582-z","2017","0968-5243","394155100005"
"10.1007/s10334-016-0588-6","2017","0968-5243","398822100005"
"10.1007/s10334-017-0641-0","2017","0968-5243","416258200008"
"10.1007/s00362-014-0640-4","2016","0932-5026","370874400005"
"10.1007/s00278-016-0104-5","2016","0935-6185","379853100011"
"10.1007/s00278-015-0073-0","2016","0935-6185","379853100004"
"10.1007/s00278-016-0135-y","2016","0935-6185","387659700013"
"10.1007/s00278-017-0195-7","2017","0935-6185","401439600011"
"10.1007/s00278-017-0189-5","2017","0935-6185","401439600003"
"10.1007/s00278-016-0152-x","2017","0935-6185","392395100006"
"10.1007/s00278-017-0226-4","2017","0935-6185","410790700011"
"10.1007/s00278-017-0224-6","2017","0935-6185","410790700002"
"10.1007/s00278-017-0230-8","2017","0935-6185","414938400008"
"10.1007/s00278-017-0221-9","2017","0935-6185","414938400009"
"10.1007/s00278-017-0211-y","2017","0935-6185","405681500008"
"10.1007/s00278-017-0207-7","2017","0935-6185","405681500018"
"10.1007/s10640-016-0022-6","2017","0924-6460","403982200007"
"10.1007/s10640-016-0029-z","2017","0924-6460","403982200004"
"10.1007/s10640-015-9979-9","2017","0924-6460","399692800006"
"10.1007/s00464-017-5609-7","2017","0930-2794","417069800050"
"10.1007/s10342-016-0962-y","2016","1612-4669","379524900005"
"10.1007/s10342-016-1013-4","2017","1612-4669","397082700010"
"10.1007/s10342-017-1037-4","2017","1612-4669","399224200013"
"10.1007/s13187-015-0860-x","2016","0885-8195","381993900030"
"10.1007/s13187-015-0945-6","2017","0885-8195","407257800015"
"10.1007/s00190-017-1039-5","2017","0949-7714","415088000008"
"10.1007/s00190-017-1037-7","2017","0949-7714","415088000006"
"10.1007/s00190-017-1016-z","2017","0949-7714","410439300003"
"10.1007/s10488-016-0736-3","2017","0894-587X","407424200002"
"10.1007/s00259-015-3235-y","2016","1619-7070","366627000021"
"10.1007/s00259-015-3174-7","2016","1619-7070","366627000006"
"10.1007/s00259-015-3300-6","2016","1619-7070","374972900012"
"10.1007/s00259-016-3435-0","2016","1619-7070","385161100003"
"10.1007/s00259-015-3289-x","2016","1619-7070","382705400012"
"10.1007/s00259-016-3530-2","2017","1619-7070","389242200020"
"10.1007/s00259-017-3669-5","2017","1619-7070","399924800007"
"10.1007/s00259-017-3661-0","2017","1619-7070","403468900006"
"10.1007/s00259-017-3652-1","2017","1619-7070","401628200013"
"10.1007/s00259-017-3646-z","2017","1619-7070","401628200010"
"10.1007/s11128-015-1231-6","2016","1570-0755","373860400028"
"10.1007/s10162-016-0572-x","2016","1525-3961","379527100008"
"10.1007/s00383-017-4156-6","2017","0179-0358","414503000005"
"10.1007/s00262-016-1863-0","2016","0340-7004","380366800012"
"10.1007/s00262-016-1895-5","2016","0340-7004","387595000001"
"10.1007/s00262-016-1874-x","2016","0340-7004","386515000013"
"10.1007/s00262-017-2037-4","2017","0340-7004","413248100010"
"10.1007/s00330-015-3936-4","2016","0938-7994","373642300024"
"10.1007/s00330-015-4186-1","2016","0938-7994","383625200032"
"10.1007/s00330-016-4459-3","2017","0938-7994","394313900021"
"10.1007/s00330-016-4358-7","2017","0938-7994","389350100018"
"10.1007/s00330-016-4303-9","2017","0938-7994","389350100027"
"10.1007/s00330-016-4415-2","2017","0938-7994","392142000021"
"10.1007/s00330-016-4613-y","2017","0938-7994","400359100050"
"10.1007/s00330-016-4642-6","2017","0938-7994","403366700036"
"10.1007/s00330-017-4754-7","2017","0938-7994","407304300008"
"10.1007/s00330-017-4778-z","2017","0938-7994","408952400014"
"10.1007/s11663-017-1078-6","2017","1073-5615","415806100044"
"10.1007/s11663-017-1093-7","2017","1073-5615","415806100046"
"10.1007/s12020-016-1080-9","2016","1355-008X","388197900018"
"10.1007/s12020-016-0994-6","2016","1355-008X","387235500030"
"10.1007/s12020-015-0661-3","2016","1355-008X","371182200020"
"10.1007/s12020-016-0912-y","2016","1355-008X","383022600035"
"10.1007/s12020-017-1397-z","2017","1355-008X","411580300025"
"10.1007/s00371-015-1140-9","2016","0178-2789","387271200006"
"10.1007/s00371-016-1260-x","2016","0178-2789","378731600036"
